Product ID;Image URLs (x,y,z...);Name *;Kategoria;index #;Price tax included;discount percent;discount from; discount to;tax rule;Quantity;Active (0/1);description;tax rule
96;https://sbmstore.pl//environment/cache/images/380_380_productGfx_451/1330-front-1500x1500-rgb-qq.jpg;Guzior - Evil Twin; Muzyka, Pozostałe;demo_96;34,99 zł;0;20.12.2022;20.01.2023;1;665;"""Evil Twin"" to długo wyczekiwany, debiutancki album Guziora, młodego rapera reprezentującego wrocławską scenę.
Tracklista:01. Gambino (prod. Skrywa, skrecze DJ Flip) 02. Omori Omori (prod. SecretRank) 03. Eehe (prod. SecretRank) 04. Karnawał (prod. Skrywa) 05. SSJ2 (Same Kłopoty) (prod. EksoticBeats) 06. Tajfun92 (prod. Skrywa) 07. Normalnie Żyjąc (prod. Adamo) 08. Po staremu ft. Deys (prod. Wezyr) 09. YuGiOh (prod. Adamo) 10. Jerry Springer (prod. Walchuck) 11. Piniata (prod. SecretRank, skrecze DJ Flip) 12. Piniata remix (prod. Wezyr, skrecze DJ Flip)13. Stranger Things (prod. Adamo) (Bonus Track)";1;1
97;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5148/750x750_product_media_51001-52000_Towar_50657_149419.jpg;HOLAK - Dożyłem 25 lat i nie będę nic zmieniał; Muzyka, Pozostałe;demo_97;44,99 zł;0;20.12.2022;20.01.2023;1;444;",,Dożyłem 25 lat i nie będę nic zmieniał"" to trzeci drugi album Holaka, który ukaże się 10 sierpnia 2018 r. Mateusz zaprosił fanów do wglądu w proces kończenia płyty, prezentując im kolejne wersje okładki, tracklisty oraz dokument z pracy w studiu, a także zapraszając wybrańców na odsłuch miksów. Całość powstała we współpracy producenckiej z Maxem Psują. Na krążku usłyszymy gościnnie takie nazwiska jak: Włodi, Jan-rapowanie, Ralph Kaminski oraz Frosti Rege.
Track lista:
01. GTA02. Pastelowy Power Ranger03. Do zobaczenia do jutra04. Ćwiczenia z zapominania05. Kuzyn ziomka z podstawówki (feat. Włodi)06. Bluza (feat. Jan-rapowanie)07. Miłość08. Literki (feat. Frosti Rege)09. Najlepsze Najgorsze Wakacje (feat. Ralph Kaminski)10. Smile11. Moje błędy to ziomal12. Stresscredit13. Niedoczekanie14. Wakacje są od tego, by się uczyć";1;1
98;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5256/500x707_product_media_45001-46000_Towar_44638_113757.jpg;Holak - The Introvert; Muzyka, Pozostałe;demo_98;44,99 zł;0;20.12.2022;20.01.2023;1;895;"Mateusz Holak nie przestaje zaskakiwać. W Walentynki, bez żadnej wcześniejszej zapowiedzi ukazał się jego długo wyczekiwany solowy album. Tytułu ,,The Introvert"" nie znajdziemy jednak na stojakach z płytami, tylko… na półkach z prasą muzyczną. Został on bowiem wydany w formie magazynu z CD, stanowiącymi nierozłączną całość.Krążek zawiera łącznie 18 utworów, nie zabraknie też na nim muzycznych gości. Sam magazyn zawiera natomiast wyjątkowe ilustracje autorstwa Forina, Beaty Śliwińskiej oraz Oskara Podolskiego.Płyta i album Mateusza Holaka. Grafika i muzyka występują tu obok siebie i wzajemnie się uzupełniają tworząc jedno dzieło. Na krażku gościnnie wystąpili bardzo uznani artyści z różnych środowisk, w tym Paulina Przybysz, Ten Typ Mes, Ras Kasia Golomska (Lilly Hates Roses), W.E.N.A. czy Hades.ISBN/EAN: 9788394717612
Track lista:
91. Intro02. Grube zdjęcia03. Znaki04. Wszędzie dobrze05. 199206. Co to to nie07. Bycie introwertykiem to zajebista sprawa08. 50009. Dobra firma10. Sos 1000 wysp11. Odżywiam się zdrowo na smutno12. Skit dłuższy13. Kot14. Otwarte15. Brat16. Analogowe serce17. Jak się pożegnać18. Klucze";1;1
99;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5732/janek_2000.jpg;Jan-rapowanie & Nocny - Plansze (Wersja Standard); Muzyka, Jan-Rapowanie;demo_99;44,99 zł;0;20.12.2022;20.01.2023;1;99;"W
niecały rok od premiery pierwszej  płyty Jan-rapowanie & NOCNY
wracają z albumem ""Plansze"". Legalny debiut duetu trafił na
półki
sklepowe 15 marca 2019.
""Plansze""
to ""opowieść dwudziestolatka,  który
widzi, czuje i stara się
przeżyć swoją młodość najbardziej, jak to tylko możliwe"".
To spójny,
ale różnorodny
materiał, który
przeciągnie
Was po wielkomiejskich klubach, zostawiając po sobie coś więcej
niż kaca. Nie jest to relacja z imprezy, a raczej wyniesiona z niej
refleksja - Kogo można tam spotkać? Czego tam szukamy? Co nie jest
widoczne na pierwszy rzut oka, a kryje się głębiej?
""Plansze""
pozwalają nam spojrzeć na świat oczami wychowanków
wielkich miast, żyjących
w ich tempie, korzystających z ich możliwości i uroków.
Muzycznie NOCNY prowadzi nas w rejony dotąd
nieodkryte dla polskiego rapu, destylując własny styl z muzyki,
która
ukształtowała
jego gust wiele lat temu. Dwa światy obu autorów
zderzają
się tutaj tworząc coś nowego i własnego. 

Życie
to dla artystów gra, przechodzenie kolejnych etapów, wykonywanie ruchów na
tytułowych
""Planszach"". Niebawem przekonacie się, że te plansze mogą
wydać się Wam znajome. 
Całą poligrafię i oprawę wizualną
płyty przygotował laureat Arena Design Awards 2019 - Michał Loba.
Sklepowa premiera krążka odbędzie się 15 marca.
012 Jutro feat. SolarZaczekaj przed drzwiamiRuchyUkładanka feat. HolakCo Tam feat. OtsochodziPotrzeby feat. KacperczykMillenium SportWszystko OKChemia (skit)Wybory feat. Szpaku, GuziorSłowo na koniec";1;1
100;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5210/USMIECH_DIGITAL_COVER_FINALE1.jpg,https://sbmstore.pl//userdata/public/gfx/5210/USMIECH_DIGITAL_COVER_FINALE1.jpg,https://sbmstore.pl//userdata/public/gfx/5226/USMIECH_MOCKUP_FRONT.jpg,https://sbmstore.pl//userdata/public/gfx/5224/USMIECH_MOCKUP_BACK.jpg;Jan-rapowanie & Nocny - Uśmiech (wersja Standard); Muzyka, Jan-Rapowanie;demo_100;44,99 zł;12;20.12.2022;20.01.2023;1;275;"Uśmiech. Dlaczego Jan-rapowanie i NOCNY właśnie tak nazwali swój nowy album? Bo, jak pisał jeden stary Szkot, to w uśmiechu jest klucz do rozszyfrowania człowieka. I dlatego, że Janek trochę dojrzał, co nie znaczy, że przestał się uśmiechać. Czasem śmieje się smutno - po roku w częściach nie wszystko jest łatwo wyprostować. Choć wreszcie kupił sobie żelazko, to wersy nadal ma trochę pogniecione. Lekkie rapowanie o rzeczach ciężkich i świadomość tego, że słabość do tańca nie przeszkadza w tym, by sporo czuć i myśleć, to sedno w wypadku tej postaci. 
Jan-Rapowanie myśli również o ludziach. Wystarczająco dużo, by nie udawać starszego, niż jest. Nie ślepnie od świateł Warszawy, jednak mruży od niej oczy, odwracając czasem głowę w stronę Krakowa. Chociaż ma jeden semestr, z sympatią witają go w starej i nowej szkole. Egzaminy z refrenów zdaje śpiewająco. Tworzy całość ze świeżymi, eklektycznymi brzmieniami Nocnego, który znów udowadnia, że jego produkcje w niczym nie ustępują tym autorstwa bardziej popularnych kolegów po fachu.
Możesz nazwać „Uśmiech” płytą środka, przy czym pamiętaj, że Janek w środku posprzątał i zaprasza cię do swego świata. To do wszystkich graczy, którym nie trzeba tłumaczyć. I do każdej laski, która umie fajnie tańczyć. Stary nowy Jan-Rapowanie. Człowiek, poza tym raper, cześć.
____
Autorem zdjęć wykorzystanych w poligrafii albumu, w tym zdjęcia okładkowego, jest Paweł Fabjański, a za oprawę wizualną i projekt wydania odpowiadają Bartek Walczuk i Julia Konopka, Osom Studios.
Tracklista:
PilotCo ja wiem? (feat. Vito Bambino) ThxmYBąbelekGŁÓWNY (cuty DJ Kebs)CENTRALNYNie pomogęZapałkiDziewczyny z klasyGap yearNikt mi nie kazał";1;1
101;https://sbmstore.pl//environment/cache/images/380_380_productGfx_6086/5992-janusz-walczuk-okladka.jpg,https://sbmstore.pl//userdata/public/gfx/6086/5992-janusz-walczuk-okladka.jpg,https://sbmstore.pl//userdata/public/gfx/6088/5994-janusz-walczuk-jewel-box.jpg;Janusz Walczuk - Janusz Walczuk (standard); Muzyka, Janusz Walczuk;demo_101;44,99 zł;0;20.12.2022;20.01.2023;1;354;"Trudno znaleźć gościa, który w tak młodym wieku osiągnąłby w muzyce tak wiele nie wydawszy nawet jednego solowego albumu. Z pomocą przychodzi Janusz Walczuk, a jego legalny debiut zatytułowany, a jakże, “Janusz Walczuk” ukaże się już 30 kwietnia.
Inspirująca droga Janusza, której kolejnym etapem jest jego pierwsza pełnoprawna płyta, ma swój początek wśród przywoływanych na niej wielokrotnie żoliborskich bloków. Tam zawiązały się trwające po dziś dzień pierwsze przyjaźnie, a utrzymanie balansu między zwyczajną codziennością i osiedlowymi realiami było prawdziwym wyzwaniem, któremu nie wszystkim udało się sprostać. Janusz wyszedł z tego obronną ręką dzięki realizowaniu wielu pasji, a muzyka była najważniejszą z nich.
Na swoim debiutanckim krążku Janusz Walczuk zabierze was w podróż po swoim szalonym, wielowymiarowym życiu i głosem doświadczonego motywatora opowie o tym, jak dzięki ciężkiej i systematycznej pracę można osiągać kolejne sukcesy. Zgodnie z dewizą “Wspólną siłą damy radę”, Janusza wsparli goście, wśród których znaleźli się czołowi męscy reprezentanci rapowej sceny - wieloletni znajomi artysty - ale nie zabrakło także kobiecych wokali. Głównym autorem muzyki jest coraz bardziej zyskujący na popularności Pedro, z którym Janusz rozpoczął współpracę bezpośrednio przed przełomowym dla siebie “Hotelem Maffija”.
Janusz Walczuk nad muzyką pracuje w zasadzie na każdej płaszczyźnie, dlatego w jego debiucie nic nie jest dziełem przypadku. Wieloletnia praca nad brzmieniem, nagrodzona licznymi złotymi i multiplatynowymi wyróżnieniami, znalazła odzwierciedlenie w jego pierwszym legalnym wydawnictwie, dopracowanym w każdym calu i zrealizowanym od podstaw w zachodnim stylu. To płyta dla wszystkich tych, którzy żyją marzeniami i robią wszystko, by wcielić je w życie. Jak mówi jej główny bohater: “Ten album przedstawia mnie takiego, jakim jestem w tym momencie. Traktuję swoje życie jak film, a muzyka, którą tworzę, jest jego soundtrackiem”. Legalny debiut jest kolejnym punktem do odznaczenia na jego liście marzeń, ale na pewno na tym nie poprzestanie. Janusz Walczuk to twój nowy idol.
Tracklista:
Cześć, jestem Jaś (prod. Pedro)Tak mi ucieka czas (prod. SHDOW x Premixm)Janusz Walczuk (prod. Pedro)22 ft. Jan-Rapowanie (prod. Pedro)Łakomy kąsek ft. Smolasty (prod. Premixm)Zobacz (prod. Chino AP)MDK ft. Levvska (prod. Dr Super Smash, Pedro, sem0r)Offside (prod. Lucassi)Muszę o siebie dbać ft. Kacha (prod. Ktotozrobił)Amsterdam ft. Young Igi (prod. Pedro)Nie wiem jak ft. Young Leosia (prod. Pedro)Cały czas coś ft. Garson (prod. Pedro)Adios ft. Białas (prod. Łukasz Pękacki)Wracam na Żoliborz (prod. Pedro)
";1;1
102;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5074/kwadrat-okladka-1.jpg,https://sbmstore.pl//userdata/public/gfx/5074/kwadrat-okladka-1.jpg,https://sbmstore.pl//userdata/public/gfx/5094/Free_6_panel_digipack_mockup_5.jpg;Kacperczyk - Sztuki Piękne (standard); Muzyka, Kacperczyk;demo_102;44,99 zł;0;20.12.2022;20.01.2023;1;839;"Kacperczyk - Sztuki Piękne
KACPERCZYK “Sztuki Piękne” to debiutancki album dwóch braci - Maćka i Pawła Kacperczyka. Jest to pierwszy krążek w katalogu SBM Label, który można - choć nie trzeba - umieścić w przegródce ‘alternatywny’. Ścieżka do debiutu pod szyldem KACPERCZYK prowadziła przez lata podziemnej działalności w ramach lokalnych, lubelskich zespołów, która zawiodła chłopaków na sceny największych polskich festiwali muzycznych, takich jak Open’er, Spring Break czy Orange Warsaw Festival.  Dwa single wydane w 2019 roku pod szyldem SBM Label wystarczyły, by drzwi do największych scen otworzyły się po raz kolejny. KACPERCZYK wystąpili na Kraków Live Festival oraz ponownie na Open’erze, gdzie zaprezentowali przedpremierowo materiał ze “Sztuk Pięknych”. 
KACPERCZYK na albumie “Sztuki Piękne” są autorami zarówno muzyki jak i tekstów, wyjątek stanowią gościnne zwrotki czołowych przedstawicieli polskiego rapu i alternatywy. Ich pierwszy w całości wspólny projekt to zapis przeżyć i obserwacji młodych ludzi po zderzeniu się z nową rzeczywistością, która zastała ich po przenosinach z rodzinnego Lublina do Warszawy. Siłą materiału jest braterska chemia. Ironiczne, przepełnione historiami i obserwacjami teksty Maćka zabierającego słuchacza na spacer po nowo zastanej rzeczywistości naturalnie współgrają z warstwą muzyczną autorstwa Pawła, w której elektronika miesza się z popem, elementami punk rocka i brzmieniami charakterystycznymi dla zachodniego wybrzeża USA. Album promują single: “Iggy”, dostrzeżony i doceniony przez samego Iggiego Popa; “Nie wyjadę” z gościnnym udziałem Jana-rapowanie, do którego teledysk otrzymał nagrodę w kategorii muzyka alternatywna na festiwalu PL Music Video Awards; H4R1BO oraz “Blask”, w którym udzielił się Ralph Kaminski. 
Tracklista:
SZTUKI PIĘKNEIGGYCHWILE14.02 FEAT. TENTYPMESJUMBO JETKALEJDOSKOP FEAT. GVERILLAH4R1B0NIE WYJADE FEAT. JAN RAPOWANIEBLASK FEAT. RALPH KAMINSKIBETONZOMBIE FEAT. BIAŁASZDJĘCIA
";1;1
103;https://sbmstore.pl//environment/cache/images/380_380_productGfx_3604/IMG_20180702_163955_567.jpg;Kamil Pivot - Tato Hemingway; Muzyka,Kamil Pivot - Tato Hemingway;demo_103;29,99 zł;0;20.12.2022;20.01.2023;1;461;"Trzecie wydanie, dwa poprzednie wyprzedały się w łącznej liczbie 1060 sztuk.
Rymy: Kamil PivotBity: UrbOkładka: Tadzio Sosnowski X Jacek Walesiak (UVMW)Koncepcja graficzna + kolorowanki: Jacek Walesiak (UVMW)
Płyta wydana jest w formie trzyskrzydełkowego digipacka z kieszonką, w której znajdują się kolorowanki do każdego z utworów. Kolorujcie je i wrzucajcie na Instagrama z hashtagiem #tatohemingway (nie, nie będzie żadnego konkursu, po prostu będzie mi wtedy miło).
Tracklista:
1. Mandarynki2. Siódmy sezon3. Mapa Chile4. Tylko po chleb5. Niezgon6. Sny o Intertoto7. Pogoda na bluzę8. Który rocznik?";1;1
104;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5178/400x400_product_media_30001-31000_Nowe_Rzeczy.jpg;Kękę - Nowe Rzeczy; Muzyka, Pozostałe;demo_104;34,99 zł;0;20.12.2022;20.01.2023;1;644;"""Nowe Rzeczy"" to drugi solowy album radomskiego rapera KęKę. Po sukcesie debiutanciego krążka ""Takie Rzeczy"" (status złotej płyty) i ponad dwunastu miesiącach w trasie, KęKę wraca, aby mówić o tym, co na sercu leży.Na ""Nowych Rzeczach"" przekazuje swą opowieść o wychodzeniu z nałogu i uczeniu się na nowo, jak ogarnąć codzienność. KęKę nie poucza, choć mówi o sprawach ważnych swoim niezmiennie szorstkim, dosadnym i nieubarwionym frazesami językiem. Na płycie nie zabraknie też jednak lżejszych tematów, ""żeby nie było za smutaśnie"" - jak podsumowuje sam raper.Za muzykę odpowiedzialni są: Uraz, Lanek, Sherlock, Donde, Matheo, MilionBeats, Pawbeats, Johnny Beats.Pierwszym singlem promującym album ""Nowe Rzeczy"" jest klip ""Wyjebane (Tak Mocno)""

Track lista:
01. Zmysły02. Nie Bądź Zły03. Wyjebane (Tak Mocno)04. W Dół Kieliszki (WuDeKa)05. Młody Polak06. Niezrzeszony07. Pamięć Zostaje08. Sprawy Ważne09. Fajnie10. Świadomość11. Czasem Muszę12. ...13. To Co Mam (Bonus Track) re-master.";1;1
105;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5180/takie-rzeczy.jpg;Kękę - Takie Rzeczy; Muzyka, Pozostałe;demo_105;34,99 zł;0;20.12.2022;20.01.2023;1;452;"„Takie Rzeczy” to debiutancki album radomskiego rapera KęKę.
Lista utworów:
„Nigdy dość” (produkcja: Zioło) – 3:43„Zostaję” (produkcja: Czarny) – 4:07„Ja się pytam” (produkcja: Lucricausa) – 3:23„Nie wiedziałaś” (produkcja: 2sty) – 3:11„Iskra” (produkcja: Tytuz) – 3:14„Z Boku” (produkcja: MilionBeats) – 3:17„Sama powiedz” (produkcja: Czarny) – 4:11„Jeden kraj” (produkcja: Zioło) – 3:46„Dużo nie trzeba” (produkcja: Tytuz, scratche: DJ VaZee) – 2:45„Trasa (BraKaKa)” (produkcja: Pawbeats) – 2:59„Wszystko pięknie” (produkcja: Zioło, scratche: DJ VaZee) – 3:05„Chwila” (produkcja: 2sty, scratche: VaZee) – 3:12„Znakomicie” (produkcja: Lanek) – 3:24„Krucjata” (produkcja: UrbanBeats) – 3:58„Dziękuję” (produkcja: LuckyLoop) – 3:38";1;1
106;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5060/mr-keke-w-iext55067521.jpg;Kękę – Mr. Kękę; Muzyka, Pozostałe;demo_106;44,99 zł;0;20.12.2022;20.01.2023;1;504;"Po ogromnym sukcesie „To Tu” (podwójna platyna, przeszło 120 koncertów w kraju i na świecie, ponad 130 milionów odtworzeń w serwisie YT), KęKę powraca, by po raz kolejny Was zaskoczyć. „Mr KęKę” to najbardziej zróżnicowany z dotychczasowych albumów rapera. Lekkie, czasem prześmiewcze numery przeplatają się z poważnymi, refleksyjnymi i nierzadko gorzkimi utworami. 
Za warstwę muzyczną odpowiada czołówka polskich producentów: PLN Beatz, Sergiusz, 2K, Deemz, Moody Scrag, Worek, SoDrumatic, Young Veteran$, Dj Frodo i @PSR. Jest nowocześnie, ale też melodyjnie, czyli sprawdzona mieszanka do jakiej przyzwyczaił nas KęKę. Całości dopełniają starannie dobrani goście: Paweł Domagała, Kasia Grzesiek, Paluch, Sebastian Riedel, Grizzlee. Zapraszamy Was w muzyczną podróż, przez śmiech, gniew, beztroskę i łzy.01. Powiedz Mi Czemu (gość Paweł Domagała; prod. PLN Beatz)
02. Na Blok (gość Grizzlee; prod. Sergiusz)
03. Myślę O Tym (prod. Sergiusz)
04. Czarna Chmura (prod. Sergiusz & 2K)
05. Na Pewno (gość Kasia Grzesiek; prod. 2K)
06. Dokąd Iść (prod. Deemz)
07. Moje Sny (gość Paluch; prod. Worek & Moody Scrag)
08. Drogi Tato (gość Sebastian Riedel, prod. SoDrumatic, gitara Sebastian Riedel)
09. Ty Do Mnie Przyszłaś (gość Grizzlee; prod. Deemz & Young Veteran$)
10. To Tylko Rap (prod. Deemz & Young Veteran$)
11. Safari (prod. Dj. Frodo)
12. Nie To Nie (prod. @PSR)
13. Pora Mówić Nara (prod. @PSR)";1;1
107;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5062/to-tu-w-iext52599916.jpg;Kękę – To tu; Muzyka, Pozostałe;demo_107;44,99 zł;0;20.12.2022;20.01.2023;1;808;"Po komercyjnym i artystycznym sukcesie ""Trzecich Rzeczy"" (podwójna platyna, ponad 130 koncertów w kraju i Europie), KęKę wraca by otworzyć nowy rozdział.
""To tu"", to dojrzały i życiowy materiał, okraszony dawką humoru i sporą dozą autorefleksji.
Tym razem KęKę postanowił zaprosić gości, którzy swoją obecnością stworzyli nową jakość i doskonale wkomponowali się w osobiste utwory radomianina. Warstwa muzyczna utrzymana jest w nowoczesnym klimacie, chociaż nie zabraknie też klasycznego brzmienia.
Tytuł oraz oprawa graficzna, za którą odpowiada Marta Smerecka, w dosadny sposób pokazują clou krążka. KęKę udało się znaleźć wszystko to, czego szukał przez ostatnie lata, a było to bliżej niż się spodziewał…1. Rutyna (prod. 2K, APmg)2. Awdgb (gość Jaś, prod. Deemz)3. Na dłoni (gość Andrzej Grabowski, prod. @PSR)4. Samson (prod. @PSR)5. Brzmienie (gość Sarsa, prod. Sondr duet, gitara Paweł Smakulski)6. Zrobiłeś to, chłopak (prod. @PSR)7. Nic dodać, nic ująć (prod. @PSR)8. Nigdy ponad stan (prod. Sergiusz)9. Cesarz (prod. Boryrobibity)10. 1000 kcal. (prod. Michał Graczyk, 2K, Risk Zero)11. Zoba, zoba (gość Białas, prod. Young Veterans)12. Nie pytaj mnie o nic (prod. Michał Graczyk, scratch DJ VaZee)13. Serce matki (prod. soSpecial, gitara Paweł Semrau, scratch DJ Mono)14. Idzie wiosna (prod. soSpecial, gitara Paweł Semrau)";1;1
108;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5064/trzecie-rzeczy-w-iext44612118.jpg;Kękę – Trzecie Rzeczy; Muzyka, Pozostałe;demo_108;44,99 zł;0;20.12.2022;20.01.2023;1;368;„Trzecie rzeczy” to kolejny solowy album radomskiego rapera KęKę. Po uzyskaniu złotej płyty za debiutancki krążek „Takie rzeczy” i platynowego wyróżnienia za „Nowe rzeczy”, KęKę powraca aby domknąć cykl „rzeczy” i zapowiada, że będzie to ostatni album z tej serii oraz (wg słów artysty) najbardziej przemyślany i dopracowany z jego projektów.Raper nie zaprosił do współpracy żadnych innych wykonawców, co jest znakiem rozpoznawczym jego dotychczasowych albumów. Jego nagrania zyskują dzięki temu zabiegowi bardziej osobisty wymiar, nieprzefiltrowany przez wersy gości, a opowiadane historie i przemycane w tekstach emocje poruszają tłumy fanów rapera. Bo KęKę mówi dużo o sobie, ale tak naprawdę też o nas wszystkich.1. Cud2. Troski3. Smutek4. Nie mogło się udać5. Presja6. Na drodze7. Arrivederci8. Nie chcę umierać9. Nic już nie muszę10. Fala11. Miraż12. Miłość13. Podobno;1;1
109;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5262/Knurion_3000x3000px.jpg;Kuba Knap - Knurion; Muzyka, Pozostałe;demo_109;44,99 zł;0;20.12.2022;20.01.2023;1;498;"„Album „Knurion” powstał w cztery oderwane od codzienności weekendy. Pierwszy raz wpadłem na sesję do Grasshopper Studio w lipcu 2017 a ostatni w maju 2018. To były świetne chwile pełne zajawy i humoru, stąd na albumie króluje funk. Opiat za konsoletą, Panama z gitarą, ja nad kartką, wszyscy zanurzeni w gęstym dymie, szczęśliwi, zaangażowani i pełni pomysłów. Wyszedł z tej atmosfery kozacki muzyczny przelot, klimacik jest unikatowy i nie do powtórzenia, bo w sumie poznawaliśmy się w trakcie tworzenia tej płyty. W utworach czuć moc, choć po drodze różnie bywało, bo to jednak Polska. Dla mnie prywatnie klasyk, chciałbym nagrywać tylko takie rzeczy.” Kuba Knap
1 CD Digipack + plakat w środku
Rap/tekst: Kuba KnapProdukcja: Opiat/PanamaRealizacja wokali: Grasshopper StudioMix/Master: Michał Eprom Baj";1;1
110;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5260/20180426033808_ludzie-mowia-rozne-rzeczy-b-iext35460478.jpg;Kuba Knap - Ludzie mówią różne rzeczy; Muzyka, Pozostałe;demo_110;34,99 zł;0;20.12.2022;20.01.2023;1;14;Na albumie Kuby Knapa muzycznie możecie spodziewać się g-funkowych akcentów, ale również podkładów inspirowanych amerykańskim południem. Płytę, poza poza bonus trackiem dostępnym tylko w edycji specjalnej wyprodukował Jorgus Kiler. Całość została analogowo zmiksowana przez Antoniego Wróbla i zmasterowana przez Deszczu Strugi – asów z działającego na najwyższym poziomie OtraBarwa Studio. Mało? Wśród gości możecie spodziewać się między innymi: Ero i Kosiego z JWP, Zetenwupe i Ryfy Ri. Teksty raz zaskakują, innym razem frustrują, by po chwili rozbawić czy dać powód do rozkminy. Vaib to słowo klucz. Płyta buja, niezależnie czy temat utworu jest poważny, czy z przymrużeniem oka – Kuba jak zwykle w niewymuszony sposób wchodzi w bity po prostu dając dobro, rap pierwszej klasy. Funk nigdy nie zginie! O oprawę graficzną „Ludzie mówią różne rzeczy” zadbali Julia Knap oraz Tomek Miszkin. Kiedy ostatnio jakaś okładka tak przykuła Wasz wzrok? A spróbujcie wejść w historie ludzi, którzy na niej widnieją!;1;1
111;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5048/20190401102351_malpa-blur-cd-podstawowa-wersja.jpg;Małpa - Blur; Muzyka, Pozostałe;demo_111;44,99 zł;0;20.12.2022;20.01.2023;1;234;"""Blur""- z ang.: niewyraźna plama, ale także rozmazać, zamazać, plamić, zamglić, zatrzeć. To trzecia płyta Małpy wydana po trzech latach solowej ciszy. ""Blur"" to album osobisty, intymny, przepełniony emocjami i nieskrępowaną szczerością. W całości wyprodukowany przez Magierę.1. Wisła skuta lodem2. Nie wiem co będzie jutro3. O krok4. Wszystko o czym śnię5. Zanim zaczął się czas6. W środku nocy7. Neofici8. Budzę się9. Puste słowa10. Pasażer11. Lonely (Outro)";1;1
112;https://sbmstore.pl//environment/cache/images/380_380_productGfx_5050/20160301122239_malpa.jpg;Małpa - Mówi; Muzyka, Pozostałe;demo_112;34,99 zł;16;20.12.2022;20.01.2023;1;967;"Małpa powraca na scenę muzyczną długo oczekiwanym, solowym materiałem. Po sześciu latach od wydania klasycznego już debiutu „Kilka numerów o czymś”, wydawnictwo Proximite prezentuje jego drugi album, na który składa się 13 utworów, zawierających część z tych przemyśleń, które kłębiły się w głowie rapera w ciągu ostatnich lat. Jego fani zaczęli przyzwyczajać się do tego, że milczy. Na szczęście jednak Małpa „Mówi”.

Tracklista:
01. 80802. Naiwniak03. Miodu i mleka04. Parabole05. Lego06. Mołotow07. Jedyna słuszna droga08. Po sygnale09. Próby, błędy10. Wysoki Sądzie11. Satelity12. CSS13. Nie byłoby mnie";1;1
113;https://sbmstore.pl//environment/cache/images/380_380_productGfx_4970/front_cover_okladka-2.jpg,https://sbmstore.pl//userdata/public/gfx/4970/front_cover_okladka-2.jpg,https://sbmstore.pl//userdata/public/gfx/4962/4.png,https://sbmstore.pl//userdata/public/gfx/4968/1.png,https://sbmstore.pl//userdata/public/gfx/4964/3.png,https://sbmstore.pl//userdata/public/gfx/4966/2.png;Mata - 100 dni do matury; Muzyka,Mata - 100 dni do matury;demo_113;44,99 zł;0;20.12.2022;20.01.2023;1;254;"
Mata – 100 dni do matury
Mata rusza na podbój rapowej sceny. Po epce i multimilionowych singlach nadszedł czas na oficjalny debiut młodego rapera znad Wisły.
Płyta „100 dni do matury” to najlepsza pamiątka z czasów szkolnych jaką artysta mógł sprezentować sobie i słuchaczom. Krążek jest zapisem historii i emocji, które przewijały się podczas beztroskich czasów edukacji. Wśród czternastu utworów znajduje się burzliwe życie młodego człowieka, spisane w sto dni, od studniówki do ostatnich chwil przed maturą.
Debiut Maty przybliża klimat szkolnych lat. Nawiązuje on do czasów beztroskich a zarazem pełnych wyborów, wątpliwości i odkrywania samego siebie. Wspomnienia wraz z całą paletą emocji stanowią trzon płyty i są największą inspiracją dla Maty. Na płycie aż kipi od retrospekcji a wszystko łączy się z charakterystyczną dla autora autoironią i dystansem do siebie i świata. Mata dotyka również cięższych tematów. Porywa się na obalenie mitu grzecznych chłopców z dobrych domów i rzuca na ich wyidealizowany obraz zupełnie nowe spojrzenie. Album burzy stereotyp rapera z blokowiska i pokazuje, że “dzieciaki z willi” też mogą mieć coś do powiedzenia, potrafiąc przy tym doskonale rapować. 
Warstwa muzyczna to błyskotliwy, zabawny i bezkompromisowy rap na boombapowych bitach w połączony z wielowymiarowym stylem i newschoolowym sznytem rapera z Warszawy. Połączenie to tworzy nowe pole eksploatacji gatunku. To swoisty mariaż świeżości z klasyką, którego wypadkową jest „nowy oldschool”.
Autorem zdjęcia okładkowego jest Piotr Pytel.
Premiera sklepowa 17 stycznia 2020.
Tracklista:
Intro (do nauki)Biblioteka trapPiszę to na matmieKonkubinatHomo ludensCafe PRLTangoPatointeligencjaHalellujah (cover) Żółte flamastry i grube katechetki Mata Montana Lezore Wino Sangrita (s01e01) Nero GOMBAO 33 100 dni do matury BONUS TRACK: Schodki BONUS TRACK: Prawy do Lewego";1;1
